Image,Title,Price,Condition
https://a.1stdibscdn.com/hermes-birkin-handbag-ciel-swift-with-palladium-hardware-35-for-sale/v_842/v_197570721688543431218/v_19757072_1688543431845_bg_processed.jpg,Description,Price,Condition
https://a.1stdibscdn.com/hermes-birkin-handbag-ciel-swift-with-palladium-hardware-35-for-sale/v_842/v_197570721688543431218/v_19757072_1688543431845_bg_processed.jpg,Hermes Birkin Handbag Ciel Swift with Palladium Hardware 35,"$11,695",Good
